wavenum,ideo5,edits_clean_text,qpos,trump_stance_auto,lexicoder_sentiment,fold,vader_sentiment,SVM_sentiment,BERT_sentiment,SVM_stance,BERT_stance,vader_scores
11,Very liberal,impeaching donald trump,1,0,,5,,1,1,0,0,0
11,Conservative,president donald trump donates his salary,1,1,,3,,0,1,0,1,0
11,Moderate,president donald trump speech at normandy,1,1,,5,,1,1,1,1,0
11,Conservative,donald trump,1,1,,5,,0,0,0,0,0
11,Very conservative,donald trump,1,1,,5,,0,0,0,0,0
11,Conservative,that donald trump is our president,1,1,,5,,1,1,1,1,0
11,Moderate,donald trump in england,1,1,,3,,1,0,0,1,0
11,Conservative,accomplishments of the president during his trip to england and europe,1,1,1,2,,1,1,1,1,0
11,Very liberal,there are 2 dozen democrats running for president,1,0,,2,,1,1,1,0,0
11,Conservative,donald trump trip and speech at d-day remembrance,1,1,,2,,1,1,1,1,0
11,Moderate,donald trump forcing mexico to help us stop illegal immigration huge win for america,1,1,,2,1,1,1,1,1,0.4588
11,Liberal,my state helping sue over donald trump wall,1,0,1,1,1,1,1,1,0,0.296
12,Moderate,president donald trump talking about religious freedom at the u n,1,1,1,1,1,1,0,1,1,0.6369
12,Very conservative,donald trump ! ! ! !,1,1,,2,,0,0,0,0,0
12,Conservative,donald trump,1,1,,1,,0,0,0,0,0
12,Very conservative,our president is winning,1,1,1,4,1,1,1,1,1,0.5267
12,Conservative,president donald trump meeting with modi in houston,1,1,,3,,1,1,1,1,0
12,Very conservative,proud that president donald trump is standing tough against unfair trade practices of communist china,1,1,0,5,0,1,1,1,1,-0.128
12,Liberal,donald trump isnt backing down from democrats,1,1,,4,0,1,1,1,1,-0.0191
12,Conservative,donald trump and his rallies videos,1,1,,2,,0,0,0,0,0
12,Conservative,president donald trump performance at the u n,1,1,,4,,1,1,1,1,0
12,Moderate,donald trump and everything donald trump and how it drives mainstream media and democrats insane,1,1,0,4,0,0,0,1,1,-0.4019
12,Very conservative,president donald trump,1,1,,5,,1,1,1,1,0
12,Very conservative,president donald trump putting america first,1,1,,4,,1,1,1,1,0
12,Not sure,our president,1,1,,2,,1,0,1,0,0
12,Very conservative,donald trump uses u n speech to declare religious freedom is crucial no right is more fundamental,1,1,1,1,1,1,0,1,0,0.4588
12,Very conservative,donald trump negotiating hard with china to get a fair trade deal,1,1,,3,1,1,1,1,1,0.2263
12,Liberal,more republicans are standing up to donald trump,1,0,,2,,1,1,0,0,0
12,Conservative,donald trump,1,1,,2,,0,0,0,0,0
12,Very conservative,donald trump winning,1,1,1,4,1,0,1,1,1,0.5267
12,Very conservative,donald trump as my president keeping his campaign promises and doing whats right for the american people,1,1,1,2,1,1,1,1,1,0.3818
12,Very conservative,i love that president donald trump is fighting back against all of this fake news that the democrats throw at him daily,1,1,0,3,0,1,1,1,1,-0.2323
12,Moderate,president donald trump,1,1,,2,,1,1,1,1,0
12,Conservative,the donald trump whistle blower has only hearsay to back up his or her claim and joe biden is in trouble,1,1,0,4,0,0,0,0,0,-0.4019
12,Liberal,impeachment is possible for donald trump,1,0,,1,,1,1,0,0,0
12,Very conservative,donald trump,1,1,,2,,0,0,0,0,0
12,Very conservative,donald trump being a great president,1,1,1,2,1,1,1,1,1,0.6249
12,Conservative,president donald trump trying to make are country strong again,1,1,1,3,1,1,1,1,1,0.5106
12,Conservative,donald trump at the u n speaking about the importance of religious freedom,1,1,1,3,1,1,1,0,1,0.7717
12,Conservative,watching president donald trump defy the conventional wisdom and take his 2020 campaign into new mexico to be cheered by hispanic americans and then follow it up with a jaunt into california,1,1,1,5,1,1,1,0,1,0.7717
12,Conservative,president donald trump love for our country,1,1,1,4,1,1,1,1,1,0.6369
12,Very conservative,donald trump is getting the wall built,1,1,,1,,1,1,1,1,0
12,Very conservative,president donald trump !,1,1,,4,,1,1,1,1,0
12,Very conservative,our president meeting with other countries showing the strength of our nation for the first time in many years building our wall,1,1,1,5,1,1,1,1,1,0.4939
12,Very liberal,impeaching donald trump,1,0,,5,,1,1,0,0,0
12,Conservative,donald trump,1,1,,2,,0,0,0,0,0
12,Very conservative,president donald trump standing up to china,1,1,,3,,1,1,1,1,0
12,Very conservative,president donald trump standing up to congress against false accusations,1,1,0,1,0,1,1,0,1,-0.3182
12,Conservative,president donald trump,1,1,,4,,1,1,1,1,0
12,Conservative,donald trump exposed democrat corruption,1,1,0,4,0,0,0,0,1,-0.0772
12,Conservative,president donald trump finally saying and doing all the right things,1,1,1,5,,0,1,1,1,0
12,Conservative,president standing up to congress and the media,1,1,,3,,1,1,1,1,0
12,Conservative,went one whole day without the socialist party bashing president donald trump,1,1,,3,0,0,1,1,1,-0.3089
12,Moderate,president donald trump,1,1,,2,,1,1,1,1,0
12,Conservative,president donald trump,1,1,,1,,1,1,1,1,0
12,Moderate,president donald trump,1,1,,3,,1,1,1,1,0
12,Conservative,donald trump taking on media economy people standing up to this stupid pc culture,1,1,0,1,0,1,1,1,0,-0.6124
12,Very liberal,that some patriot blew the whistle on donald trump traitorous conduct that the reports recipient took it seriously that democrats are more strongly in support of impeachment,1,0,1,4,1,0,1,0,0,0.5657
12,Very conservative,donald trump exposing fake news,1,1,0,2,0,0,1,1,0,-0.6369
12,Very conservative,the economy and donald trump are doing great,1,1,1,2,1,1,1,1,1,0.6249
12,Very liberal,bernie sanders beats donald trump in like more than 14 polls except it isnt in mainstream news,1,0,1,1,1,1,0,0,1,0.3612
12,Moderate,president donald trump,1,1,,2,,1,1,1,1,0
12,Conservative,donald trump running again,1,1,,5,,0,0,0,0,0
12,Liberal,more politicians standing against corruption in the white house,1,0,0,1,,1,1,0,0,0
12,Very conservative,donald trump is still our president,1,1,,3,,0,0,0,0,0
12,Very conservative,the wall being built at our southern border my president makes me proud hes trying to curtail immigrants,1,1,1,4,1,1,1,1,1,0.4767
12,Very conservative,court stopped cali law for president candidates,1,1,,5,0,0,0,0,0,-0.2263
12,Conservative,president donald trump seeking a peaceful solution to iran,1,1,1,4,1,0,1,0,0,0.6705
12,Moderate,that the president of the united states may actually face impeachment that man must be held accountable for his actions and behaviors,1,0,1,1,1,1,1,0,0,0.4215
12,Very conservative,the way president donald trump representing the american people has made the democrats in congress cry and whine,1,1,0,4,0,0,0,0,1,-0.6808
12,Conservative,donald trump,1,1,,5,,0,0,0,0,0
12,Very conservative,that donald trump is president,1,1,,5,,1,1,1,1,0
12,Moderate,donald trump is closer to impeachment,1,0,,4,,1,1,0,0,0
12,Very conservative,our president !,1,1,,4,,1,0,1,0,0
12,Very conservative,president donald trump speech to the u n,1,1,,4,,1,1,1,1,0
12,Very conservative,donald trump reelection,1,1,,3,,1,1,1,1,0
12,Very conservative,president donald trump speaking in the behalf of persecuted believers worldwide at the u n meeting,1,1,,1,0,1,1,0,1,-0.3182
12,Very conservative,president donald trump telling u n its time other countries paid us for protecting them,1,1,1,2,,0,1,1,1,0
12,Conservative,stories about support for our president,1,1,1,3,1,0,0,1,1,0.4019
12,Very conservative,donald trump taking care of america and safe,1,1,1,3,1,1,1,1,1,0.7269
12,Conservative,the events donald trump has been attending he is proud of our country unlike the previous president,1,1,1,5,1,1,1,1,1,0.4767
12,Liberal,the complete completely declassified and unedited transcript of my telephone conversation with president zelensky of ukraine,1,1,,2,,0,0,0,0,0
12,Very conservative,im proud that donald trump and senate republicans confirmed their 160th judge im proud of the president for speaking on religious liberty at the u n,1,0,1,3,1,1,1,1,1,0.8625
12,Conservative,democrats raise pressure to open donald trump trial for coercing ukraine,1,1,,4,0,0,1,0,0,-0.296
12,Liberal,democratas elevan presion para abrir juicio a donald trump por coaccionar a ukraine,1,1,,2,,0,0,0,0,0
3,Very liberal,hate mongers who are trying and in many cases succeeding to tear this nation apart who are trying to make it a white nation instead of a melting pot in particular donald trump mike pence and steve bannon they disgust me as they show and support the worst in our great nation all the hate and bigotry we have been trying so hard to erase,0,0,0,2,0,0,0,1,0,-0.8056
3,Liberal,the election of donald trump,0,0,,1,,0,0,0,0,0
3,Very liberal,im angry that donald trump was elected and that hes already appointed ignorant racists to power im angry that religion so deeply influences our government and our politicians have become gynecologists,0,0,0,3,0,0,0,0,0,-0.9042
3,Moderate,republican lies ! ! ! the hate cultivated by donald trump fake news sites of the internet and fox news id the biggest liars of them all !,0,0,0,1,0,0,0,0,0,-0.9345
3,Very conservative,all the sore losers having protests that donald trump won the election,0,1,0,4,0,0,0,1,1,-0.4767
3,Conservative,the riots and demonstrations taking place because donald trump won its so absurd that even kids who dont have the age to vote and those that are old enough but didnt vote are participating in these demonstrations hard to understand what it is they are demonstrating against the election is over and the person who won was based on the same system that has elected other presidents all of a sudden a system that has existed for so long isnt acceptable because their candidate didnt win you can only describe hem as sore losers,0,1,,3,0,0,0,1,0,-0.8792
3,Very liberal,donald trump mike pence rnc,0,0,,1,,0,0,0,0,0
3,Liberal,donald trump gop congress,0,0,,2,,0,0,0,0,0
3,Moderate,that absolute lies are being used as facts and our education system isnt teaching people to look at everything critically as a result idiots like donald trump get elected,0,0,0,3,0,0,0,0,0,-0.0772
3,Very liberal,donald trump a racist a liar a sexual predator and an agent for the soviet union and vladimir putin and the republicans stealing the u s supreme court,0,0,0,2,0,0,0,0,0,-0.8126
3,Liberal,donald trump epa choice climate change denier steve bannon is a fascist donald trump is a lying bully and paul ryan wants to get rid if medicare and the people who voted for donald trump why,0,0,0,5,0,0,0,0,0,-0.9136
3,Moderate,there has gotten to be so much hatred bigotry nastiness and racism due to donald trump and his outrageous attitude i still cant believe he won the presidential election ! !,0,0,0,5,0,0,0,0,0,-0.9536
3,Moderate,donald trump,0,0,,2,,0,0,0,0,0
3,Moderate,how hypocritical people are now i dont think either candidate was a good choice the hillary clinton supporters are acting ridiculous if it had been the other way around they would have been throwing a fit about the donald trump supports protesting and the college students that cant handle it omg how are they going to handle anything in life we are screwed,0,1,,4,0,0,0,0,0,-0.1779
3,Moderate,the proposed appointment of steve bannon as potus elect donald trump chief advisor,0,0,,2,,0,0,0,0,0
3,Conservative,the collision of the elites special interests group and the left wing liberal medias they work together trying to control and silent the everyday american who had no voice in this country until donald trump came out and changed it ! two parties especially democratic party are out of touch of everyday american and they want to tell people what to think and do whats right or wrong this is nor right and makes me very angry !,0,1,,1,0,0,0,1,1,-0.3179
3,Very liberal,donald trump being elected congressional republicans facing no consequences for historically unprecedented obstructionism and the revived white nationalism that underlies present republican politics,0,0,0,4,0,0,1,0,0,-0.296
3,Liberal,my fear that the unprofessional way that this election was run by donald trump will become the norm in future political elections the bullying the bigotry the hundreds of unchecked lies etc etc that he was allowed to promote i feel has brought politics to an unprecedented low it has made me very angry not to mention ashamed,0,0,0,5,0,0,0,0,0,-0.9292
3,Very liberal,donald trump the descent into conspiratorial madness of most of the republican party denial of climate change gerrymandering and the influence of corporate lobbyists,0,0,0,2,0,0,0,0,0,-0.0516
3,Moderate,donald trump violence need better people,0,0,,2,0,1,0,0,0,-0.296
3,Moderate,donald trump,0,0,,4,,0,0,0,0,0
3,Very conservative,how everybody is still writing complaining that hillary clinton lost election im tired of hearing that im angry about the riots the people are doing to protest donald trump our constitution allows peaceful assembly it doesnt allow riot and im also angry that hillary clinton wont own up to her own loss but instead blames everybody under the sun except for her im tired of hearing that im tired of the news feeding that,0,1,0,1,0,0,0,0,0,-0.9591
3,Very liberal,donald trump won the election there are too many phobias and too much spite and hate,0,0,0,2,0,0,0,1,0,-0.7506
3,Moderate,the way some politicians cant accept donald trump victory,0,1,1,3,0,1,0,1,1,-0.2924
3,Moderate,donald trump,0,0,,3,,0,0,0,0,0
3,Moderate,that mr donald trump could get away with playing a con game and lying to the american people and getting into the white house i know some people will say im totally crazy but he is breaking every promise he has made already to get into the white house ! !,0,0,0,2,1,0,0,0,0,0.2234
3,Liberal,the oligarchy the false representation of america as a democracy lack of voter education and the knee jerk donald trump voters failure to address disparity of wealth failure to put forth a viable public option for healthcare or to go after pharmaceutical companies a do nothing congress letting the supreme court sit with 8 justices current feeling of fear and overt violent oppression of minorities due to the election and what it represents culturally about the united states,0,0,0,3,0,0,0,0,0,-0.8074
