user_screen_name,text,ideology_score,vader_sentiment,vader_sentiment_raw,bert_stance,stance
teresavire,RT @womensmarch: Thank you every single person who worked themselves to the bone making this happen.,-0.883598673,1,0.3612,1,1
JModicaVAs10th,RT @CNNPolitics: Thousands of women gather to protest President Donald Trump's agenda https://t.co/8LN3Gt8dUj #WomensMarch https://t.co/w6n…,1.032996574,0,-0.25,1,1
neusbonet,RT @_donesPSC: #whyImarch?Pq els drets de les #dones són #DDHH  @nuriaparlon @raquelsjimenez #WomenMarch #Bcn #feminismesocialista https://…,0.382658308,,0,1,1
twiinyonce,RT @Bey_Legion: #WomensMarch https://t.co/PF9sXVCSfe,-1.114265757,,0,1,1
adam_mclaren97,"RT @mwilsonsayres: ""Old white guys for justice and equality.""


#WomensMarch #WomensMarchPhoenix https://t.co/4HxYR8dHu0",-1.084545246,1,0.5267,1,1
publicradionerd,"*penny drops* 


#crowdgate all about moving the media narrative away from the major protests today, innit? https://t.co/xpKtBiSav5",-1.725786696,0,-0.2944,1,1
nikkiesays_,Wish I was there #WomensMarch,-1.506237519,1,0.4019,1,1
womensmarchIL,Chicago Women Take Action has prepared a one-sheet guide to the #WomensMarch. https://t.co/2JcRk6aWfd  #WMWIllinois #WomensMarchChi,-1.610791059,1,0.2263,1,1
AgitatedR3dneck,"RT @PrisonPlanet: #WomensMarch finally standing up for women being sexually assaulted by migrants.





Oh wait, they're protesting against a d…",1.815701456,0,-0.7351,0,0
IVIich4eL,Meanwhile in Washington DC  🤣 #WomensMarch https://t.co/C1NHjoLSmx,1.662693536,1,0.4939,1,1
mwckennedy,RT @jefftiedrich: when you want to go on an infantile twitter rant about the #WomensMarch but you have to sit in church and pretend to beli…,-1.860168862,0,-0.2846,0,1
alexbeech,RT @joshgiersch: One hour of #WomensMarch #WomensMarchSF in thirty seconds. https://t.co/9Oc46Ou4x0,-0.27196289,,0,1,1
veronicaeye,Marched today? Next step is to join @reclaimchicago's 1st #ResistTrumpTuesdays on the 24th at 3:30! https://t.co/0Nd8j50taR #WomensMarch,-2.133364318,1,0.3595,1,1
WilderSara,Everybody at the #womensmarch please be safe.,0.229725055,1,0.6369,1,1
Nisha2Cute_,RT @DoctorNas: #WomenWhoHaveInspiredMe All of the women marching today 🙌🏽#womensmarch https://t.co/R25tUQXEko,-1.656988952,,0,1,1
rjjasperson,"RT @KaivanShroff: Wow. Those ""coastal elites"" really turned out for the #WomensMarch https://t.co/2frHfCzN4U",-1.300493581,1,0.5859,1,1
aishaprecious,"RT @NBCNews: Trayvon Martin's mother at #WomensMarch: ""It does not matter who the president is, we're going to continue to fight"" https://t…",-0.932295987,0,-0.3968,1,1
ash_mares2,💕 #WomensMarch https://t.co/N5fPIErWPc,-1.879637667,1,0.6486,1,1
kaylaasb,RT @bombblackgirlss: im here for this. #WomensMarch https://t.co/dEWXn7sjFg,-0.74957937,,0,1,1
24starsphotog,My #daughter #creating her own #protest poster for the #womensmarch while we watched #blackish… https://t.co/6RhVd8ws9L,-1.437309713,1,0.0516,1,1
SurferGrl15,"Women's March in Washington DC


°


°


°


#stayandwander #bdteam #womensmarch gopro #nasty… https://t.co/LKwK9vH6Nr",0.887217919,,0,1,1
salpalshep,"RT @AmyMek: A REAL #WomensMarch 





Courageous Egyptian Christian woman in Germany gets spit on &amp; cursed out by Muslims for speaking out agai…",2.02342698,1,0.5267,0,0
luceliacarolin3,"RT @ashlee_juno: So sad I could not be at the #WomensMarch today 💔😥I have CHILLS looking @ all the pics and videos...just, WOW!!! #PROUDWom…",-0.443375204,1,0.7894,1,1
Ari96xo,Giving a huge thank u to my fam&amp;friends who stood up for equality at the #womensmarch @AlexPiper26 @natalie_goforth @LydiaTaylrr @Lily_E_17,0.302235889,1,0.7351,1,1
goodtwin001,RT @jonell_lennon: Wow is this a sight https://t.co/o0ylg6harM,-1.288191404,1,0.5859,1,1
haileeeyg,RT @NikkiGlaser: Sorry to any kid who has a school project due tomorrow. #WomensMarch https://t.co/aJhACj24U9,-0.289558219,0,-0.0772,1,1
symplsymin,"RT @usurytiger: But good news are.. she was allowed to Football Stadium... to be publically executed. Progress since Ahmadinejad.


#Moderate…",1.698485203,1,0.8201,0,0
JoshL29,@ford_563 holy shit. This is the one by me that I take to get down to DC. https://t.co/sY9H4oBbxp,0.632426564,0,-0.5574,1,1
Lxidbvck,"RT @ajplus: ""I was heartbroken over the election and I want my daughter to see what democracy looks like."" Photos from the #WomensMarch htt…",0.12404227,0,-0.3612,1,1
StefNtss,"RT @RealVinnieJames: Hey #WomensMarch participants, wanna REALLY make a difference in the lives of women? Protest Sharia Law. Watch. -VJ


ht…",1.693093228,0,-0.25,0,0
Doccubus_Nat,RT @TheVenskus: A woman's place is in the kitchen...but only if she chooses. Cooking for my favorite #NastyWomen and #BadHombres tonight. #…,-1.8830564,1,0.4588,1,1
nononono234567,"#WomensMarch underway in Berlin, Rome, Cape Town and others https://t.co/1XItfLnmzS by #CNN via @c0nvey",0.578234935,,0,1,1
BAMAJOE4,RT @grindingdude: #WomensMarch really brings them out of the woodshed https://t.co/7IswB6V7Vd,2.375016703,,0,0,1
hayyash_13,Everyone is marching in D.C. 😩 https://t.co/jMKYdbn9Vu,-1.494781993,0,-0.2732,1,1
arai100,RT @Nick_Offerman: I'm a nasty girl #WomensMarch https://t.co/GjFriucGUY,-1.604342788,0,-0.5574,1,1
FaithFortune99,"RT @KristenRadtke: It's 9 am, and we're not even out of the subway station yet. #womensmarch #womensmarchonwashington #resist https://t.co/…",-1.948973972,,0,1,1
PPFA,"RT @PPact: If all of us who marched today, fight for our health &amp; rights tomorrow &amp; every day after, we'll win. https://t.co/U98wTkDrx6 #Wo…",-1.647136158,1,0.296,1,1
karah_c,"RT @Lupita_Nyongo: Women's rights = human rights. #WhyIMarch @womensmarch 21st January, 2017 https://t.co/HeGtPM34t1",-0.564663602,,0,1,1
mbramlage6,RT @nicolegrew: @ariannaafsar @Karenolivo and #HamiltonCHI u inspired &amp; moved me 2 tears last week @ the show. Today u moved me 2 tears aga…,-2.349187487,1,0.1027,1,1
Airminded,"RT @Historiann: Holy Mandate, Catwoman! https://t.co/DOVlX4SeIk",-1.204870297,,0,1,1
giraldo35,RT @NRDC: Pledge to support the global movement of people marching together to create a better world. https://t.co/AM49Zn33Js #WhyIMarch #W…,-1.986349957,1,0.7717,1,1
MeMySylvanEye,RT @brfreed: DC cops posted across from White House are wearing pink pussyhats and posing for photos with marchers. Big cheers from crowd.…,-2.069909052,1,0.4767,1,1
Meesheja,RT @CNNPolitics: Comparing President Donald Trump's inauguration crowd to the #WomensMarch https://t.co/5rS0L4tc3v https://t.co/ZZxDTtJP04,-1.130778102,,0,1,1
jillfolan,"RT @hardball: .@DebraMessing hopes Dems will ""see this massive outpouring of strength and ... that people are willing to be vocal"" #WomensM…",-0.940017134,1,0.7184,1,1
speakbitterness,I will march in defiance of T***p w/ #WomensMarch. But let's remain committed 2 critiquing &amp; challenging movements 2 be better... do better.,-1.746617912,1,0.9052,1,1
IntJewCon,RT @womensaid: Pictures From Women’s Marches on Every Continent https://t.co/cIUJg6KpQu #womensmarch #womensmarchlondon,-1.600414364,,0,1,1
seccupe1764,"RT @BarbByersCLC: Yeah well what part of ""women hold up half the sky"" did they not figure out by 2017. #thisiswhyimarch @womensmarch @Canad…",-0.768835748,1,0.5106,1,1
MCHana2,RT @barrytgoldberg: We don't have a president we have a size queen. #seanspicer #WomensMarch #msnbc #cnn #pressbriefing,-2.359738843,,0,1,1
jhw071709,"RT @Franklin_Graham: I’m grateful for the women that took a stand for the unborn, even though they were ridiculed. #WomensMarch  https://t.…",1.928237258,1,0.128,1,0
ucfjav,RT @Channel4News: Hundreds of thousands of people take part in Women’s Marches across America and the world #womensmarch https://t.co/5pDCm…,-1.703978276,,0,1,1
Laura_M_Hansen,"RT @GavinNewsom: It's @JenSiebelNewsom here, taking over Gavin's Twitter from #WomensMarch in DC! We're #MarchingForward against Trump's se…",-1.119933753,,0,1,1
babygurlkas,RT @gagamonster96: This happened at the #WomensMarch. https://t.co/hVtnuwb0Zr,-1.444913297,,0,1,1
jenniferemorrow,RT @castofhp: GINNY AND HERMIONE AT THE #WomensMarch THIS IS WHAT I'M LIVING FOR https://t.co/g3AlnjavTk,-0.878200114,,0,0,1
pamandangiet,"RT @SayHillYes: I march for Hillary. She is the reason I'm flying 3,000 miles to D.C. Please, @WomensMarch, do the right thing: #AddHerName…",-1.037321446,1,0.3182,1,1
robinlf1255,"RT @SenFeinstein: Tomorrow, Americans from all walks of life will join the @womensmarch in support of equality. https://t.co/KIoM9rwYN1",-0.844510933,1,0.5994,1,1
jmiriah1,"RT @womensmarch: What you can do: 


1. Call congress daily. 202-225-3121 


2. Join advocacy groups.


3. Form personal rapid response team.


@MM…",-1.624842243,1,0.296,1,1
TeshaRoss,RT @steelworkers: Union women know the power of coming together for a common cause. We’re excited to be part of the #WomensMarch #1u https:…,-1.785465228,1,0.34,1,1
HelenLColeman,RT @MikeySlezak: So this #WomensMarch in #sydney was really huge today! https://t.co/NdsiiH8fkh,0.698009215,1,0.4376,1,1
kyleenhalll,"RT @tyleroakley: grateful for the women in my life. proud to attend the #WomensMarch at #sundance. i came to listen, learn, &amp; support. 💖 ht…",0.329847722,1,0.9349,1,1
semaabamna,"RT @AstroKatie: Seeing #WomensMarch photos from all over the world is giving me so much pride, so much hope. We have a voice, we will make…",-1.035024195,1,0.8051,1,1
ItsAmyTho_,"RT @ReaganGomez: And, again I'm so glad I went to the WomensMarch LA. Took my daughter. But when I see BW/WOC say ""where were u 4 BLM prote…",-1.222691926,1,0.347,1,1
jesteinmetz,"RT @Killingcrawdads: This is Nashville, TN. This is *not* a movement of coastal elites, just in case you missed the memo. #WomensMarch http…",1.203498142,0,-0.296,1,1
amardayo,"RT @zacksabrejr: Congratulations to everyone who peacefully protested at #womensmarch around the world today.





Big up London. 🇬🇧 https://t.…",-2.351520549,1,0.7783,1,1
SarahKel,This. This is everything 👌👌😍😍 https://t.co/UWd0Pbx6rF,0.015749497,1,0.9536,1,1
Danny0215,So beyond proud of all the women marching today not just in Washington but everywhere... #WomensMarch,-0.516569194,1,0.2935,1,1
StevieGunder,RT @mogaffney: @MsBlack @womensmarch @Kaore @StevieGunder Anguish a new cologne by the people who make Despondency.,-2.064531005,0,-0.5994,0,1
pvier1971,"RT @secupp: So, ""(Some) Women's March"".  https://t.co/CKdmCTCS80",0.956276068,,0,1,0
Chi_ikwe,"RT @PPact: Coast to coast, country to country, women are standing against sexism, racism, homophobia, xenophobia &amp; hatred #WomensMarch #ISt…",-0.955580381,0,-0.8519,1,1
Antiimacy,RT @captain_az: Yes @womensmarch ✌🏻✌🏻 https://t.co/Mt430GdQki,-1.950580788,1,0.8442,1,1
Laser_Cat,RT @RossalynWarren: The #WomensMarch has even reached the Antarctic 🐧 https://t.co/J3yeSvETl8,-1.485430944,1,0.1027,1,1
jenjhines,"RT @womensmarch: —to protect, defend and advance human rights, even in the face of adversity.",-0.799000573,0,-0.0516,1,1
art_f2001,RT @brielarson: Can we make today a national holiday? #WomensMarch,-2.120683492,1,0.4019,1,1
jdhealy,RT @OMalley_HG: Boston's famous Make Way for Ducklings ducks are ready for the #BostonWomensMarch #WomensMarch #IAmResistance https://t.co/…,-0.660013879,1,0.3612,1,1
obaisimon,Yes Madison @onelauren https://t.co/8HasHCs0cb,0.926967894,1,0.4019,1,1
shariff_elmeaze,RT @Debber66: So-called March for Women: You ppl have helped kill millions of unborn women since the inception of Roe V Wade--so march on!…,1.867133254,0,-0.7177,0,0
FoxxyRoxxyStl,"RT @MissJupiter1957: Photos from #WomensMarch #STL earlier; #Ferguson contingent.
""This body fights back!""
#ALLBlackLivesMatter 
#BlackWome…",-1.314539982,0,-0.4574,1,1
erikz16,RT @PrisonPlanet: Who at today's #WomensMarch gives a fuck about this? https://t.co/Rl80f2Swak,2.182324809,0,-0.5423,0,0
olieroybal,"RT @davidcommon: City officials now estimate 500,000 will attend #WomensMarch in Washington today. https://t.co/F0Vj6dTHBx",1.552771581,,0,1,1
cegan89,"RT @HillaryClinton: 'Hope Not Fear'


Indeed. 


And what a beautiful piece by Louisa Cannell. 


#womensmarch 👊👊🏻👊🏼👊🏽✨ https://t.co/7h3Bzx79nB",-1.071741139,1,0.894,1,1
dakotajoey,RT @TheDemocrats: This was just the first day. We will not go away. https://t.co/wfJqKnbl4G,-1.652521505,,0,1,1
MarcGoecke,RT @juliaioffe: The most powerful sign of the #WomensMarch. https://t.co/IFHea1vykN,-0.437340312,1,0.4754,1,1
genobkk,RT @AntonioFrench: The #WomensMarch in downtown St. Louis! This is what democracy looks like. https://t.co/mzb5xMZUKC,-0.866810064,1,0.4199,1,1
afriishansen,Trumps ego - og hans Twitter-afhængighed - må være ved at eksplodere #haha #WomensMarch https://t.co/R8SidaIjSO,-2.035721823,1,0.4588,1,1
Peralta_Kimbo,"RT @MaryneeLahaye: Thanks to all the heroines who marched today, to those who couldn't walk but whose hearts were marching, too. You made H…",-0.894157746,1,0.8689,1,1
Yana_S555,"Вперёд, девочки! https://t.co/Mk2I4DxMCO",1.076794765,,0,1,1
youngchaiwala,"RT @PhillyD: Peaceful protest is a beautiful thing. You don't need to agree with what they are saying, but you'd be silly to dismiss it. #W…",-0.973102917,1,0.3909,0,1
azxleahs,"RT @JesseCox: To all the women marching in the streets all over this nation today, give'em hell. Be loud, be proud, be a nasty woman. #Wome…",-0.263915805,0,-0.7269,1,1
malharden,RT @PerezHilton: .@realDonaldTrump r u ok? https://t.co/UjWauLhlIB #WomensMarch #womensmarchantarctica #inaugurationday,-1.762972619,,0,1,1
OBrienMB_NY,RT @deejay90192: There's absolutely NO reason for .@HillaryClinton not to be an honoree for the #WomensMarch #AddHerName #WomensMarchOnWash…,-1.590596194,0,-0.0325,0,1
RiseUpAbove,"RT @latimes: Janelle Monáe, Maxwell, Angelique Kidjo to perform at the Women's March on Washington https://t.co/fcGxFpFZjR https://t.co/F3j…",-2.049598559,,0,1,1
dac5558,Rudman show me where trump did this take 500 from low income buyer's  CNN tell you this#WomensMarch,2.289140347,0,-0.2732,0,0
emmkick,"RT @DCZia: This guy was SECRETARY OF STATE yesterday. Today, he marches against the new administration. This doesn't just...happen, y'all.…",-1.449310946,,0,1,1
LCWallace1220,"RT @NewYorker: The #WomensMarch was so enormous, so radiant with love and dissent, that a broader alignment seemed possible: https://t.co/E…",-0.040628485,1,0.8788,1,1
carolinavaldezc,"RT @BuzzFeed: Melissa Benoist’s ""Supergirl""-themed #WomensMarch sign is totally epic https://t.co/CxNW7O9ABe https://t.co/k0sIpWfWY7",0.397114179,,0,1,1
fragileflame13,"RT @RaeHodge: #WomensMarch is on all 7 continents. Yes, even in Antarctica :





https://t.co/FzyWnDfH7Z https://t.co/hmHLtOBEJj",-1.403199143,1,0.4019,1,1
Dar2Rare,"This makes me vomit, what the fuck are you marching for? Pay for your own abortions https://t.co/EQEazSvtsj",1.880737955,0,-0.5994,0,0
bintfilm,RT @zachhaller: This is my new fav pic of @DWStweets #WomensMarch https://t.co/zrmFmw4N4g,-1.537414449,1,0.4588,1,1
marieha25,RT @UnicornNeens: 1913-2017 #WomensMarch https://t.co/ellxKjymR8,-0.87037705,,0,1,1
fall247,RT @UNITEDWEDREAM: Immigrant families invested in the future of America and our cities. We are here to stand with immigrant families #HereT…,-1.602718657,,0,1,1
jenkohle,RT @lisaholmes: If you are interested in running for local office &amp; have questions - let me know!  #womensmarch #momentormovement #readyfor…,-0.779357591,1,0.4574,1,1
heliozamo,RT @cmanduley: the aerials out of chicago #womensmarch are something else https://t.co/ucvwtVzYM5,-0.869020714,,0,1,1
AHammondmeyer,"RT @KikiHavens: @womensmarch ""Women's Rights are Human Rights &amp; Human Rights are Women's Rights"" demands attribution.",-2.071155097,,0,1,1
emotionalnews,"I am SO proud to be a WOMAN this day!


#WomensMarch",-1.83427786,1,0.7351,1,1
ali_eighty8,RT @Ricki19XX: All the ladies marching in Washington DC for my rights as a women and a POC. Thank you and be safe today 💙❤️ #WomensMarch,-0.777413177,1,0.8625,1,1
cavalca,"RT @shxrlocked: Sir Ian McKellen's sign is EVERYTHING


#WomensMarch https://t.co/XS3hQ14Mir",-1.253335602,,0,1,1
womensaid,Women Are Marching On Saturday To Reject The Rhetoric Of Hate - @SophieRunning https://t.co/BDeNR261Pn #WomensMarch #womensmarchlondon,-0.829482263,0,-0.7506,1,1
cybergent1,"RT @USATODAY: Watch live as thousands participate in the Women's March on Washington. #WomensMarch


https://t.co/X9RFbc1wi1",0.083883443,,0,1,1
JustinMalone62,RT @AustinTX_NOW: We broke the record for largest gathering in Texas history. #WomensMarch #WomensMarchOnAustin #WomensMarchATX https://t.c…,-1.447462301,0,-0.4215,1,1
BeccaIg,@JackTheCreature https://t.co/e7UwLqL4Av,-0.775879678,,0,1,1
barrihaber,RT @OfficialMrX: Women's rights are human rights and Women deserve the Respect..Enough is Enough! x #WomensMarch,0.691584411,,0,1,1
Cait_KC,"RT @IMPL0RABLE: #Veritas #WomensMarch #WomensMarchOnWashington #J20 #Disruptj20 





Please be aware O'keefe, his crew &amp; likely others will be…",0.460069881,1,0.3182,1,1
emmashevah,RT @TheAubreyPoole: Ready to smash!! I got my sisters with me at #WomensMarch #whyIMarch #weareallmuslimtoday https://t.co/UASQZTRWMt,-0.002028105,1,0.4738,1,1
Christ0pherWade,RT @IreneGentle: She the people. Tomorrow's A1. #WomensMarch  @TorontoStar https://t.co/vyOeihbX7i,-1.553534984,,0,1,1
fashionsizzle1,"RT @KHayhoe: You know something's up when there's even a #WomensMarch in Lubbock TX, the 2nd most conservative city in the US. During a dus…",-1.309152412,,0,1,1
juliehealy8,"RT @benphillips76: This song from the #womensmarch is everything. 





ht @Almaharel 





https://t.co/g691RGNRRT",0.015640069,,0,1,1
